906	"يعني الراجل ينفع يستفيد من إجازة رعاية مولود جديد كام مرة في تاريخ وظيفته؟ (استخدام مصطلح ""إجازة رعاية مولود جديد"" واستبدال ""حياته المهنية"" بـ ""تاريخ وظيفته"")؟"
3696	يعني إيه هي بنود القانون اللي بتحدد مسئولية صاحب العمل عن سلامة العمال وتأمينهم ضد المخاطر في الشغل؟
5410	"ممكن أعرف هل توجد مادة قانونية بتجرم أي نوع من أنواع التنمر أو التحرش اللي بيحصل في محيط الوظيفة؟ (هذه الصياغة تستخدم مصطلحات قانونية أكثر مثل ""مادة قانونية"" و ""محيط العمل"").؟"
4168	ممكن أعرف لو واحد بيشتغل واتعرض لإصابة جسيمة، مين اللي بيتحمل مسؤولية علاجه وتعويضه عن اللي حصله؟
3319	"طيب، يعني لما يقولوا محكمة عمل، معناها بتنظر في قضايا إيه بالظبط؟ ولو حصل معايا مشكلة في شغلي واترفدت، أقدر أشتكي هناك على طول ولا واجب واسطة من الحكومة الأول؟ (تستخدم كلمة ""تشتكي"" بدلاً من ""أروح المحكمة"" وتضيف فكرة ""الواسطة"")؟"
4837	"طيب، علشان الواحد يشتغل شغلانة في مصر، لازم يكون عنده قد إيه سنة على الأقل؟ (تستخدم عبارة ""علشان الواحد يشتغل شغلانة"" للتوضيح و ""على الأقل"" للتأكيد على الحد الأدنى)؟"
3573	لو سمحت، إيه هي الحقوق والميزات اللي التشريع الجديد للشغل بيديها للستات الحوامل بالتحديد؟
874	ممكن أعرف لما واحدة ست بتشتغل تخلف، بتاخد كام شهر فسحة من الشغل عشان البيبي؟
2843	ينفع العامل ياخد مكافأة نهاية الخدمة قبل ما يوصل سن المعاش ولا ده مش من حقه؟
3923	"هو صاحب الشغل ملزوم قانونًا يكشف على صحيفة الحالة الجنائية بتاعة العمال عشان يحافظ على الأمان ولا لأ؟ (تغيير في الكلمات والتعبير عن ""الفحص"" بـ ""يكشف على"")."
536	بصراحة، بعد مرور كام سنة لدى الشركة الإجازة السنوية بتوصل 30 يوم؟
4141	طيب، مين المسؤول عن دفع تكاليف العلاج والتعويضات لو حد حصله إصابة خطيرة وهو بيشتغل؟
2439	"لو سمحت، من الآخر كده، لو أنا وقعت على عقد والخصم اللي فيه مختلف عن اللي القانون قايله، يبقى العقد ده وضعه أي قانونًا؟ معتبر ولا ممكن يبقى فيه مشكلة؟ (تستخدم ""من الآخر كده"" لتقديم السؤال بشكل مباشر ومختصر، وتضيف تساؤلًا حول صلاحية العقد).؟"
5451	لو سمحت، يعني قانون الشغل بيقول إيه؟ هل بيقول إن صاحب الشغل لازم يتصرف ويتخذ خطوات عشان يحمي الموظفين من التحرش ويحافظ على سرية اللي بيقدم بلاغ؟
2950	ممكن أعرف ما هو نماذج التقديم المعتمدة في المعاش؟ وهل بيطلع بعد المعاش بمدة؟
218	بصراحة، هل وقت الفسح، زي أكل العيش أو البريك، جزء من الـ 8 ساعات شغل الرسميين؟
290	بصراحة، كل قد إيه شغل الواحد محتاج يريح شوية؟
2781	لو سمحت، لو واحد اتقاعد وبعدين اشتغل في مكان تاني مش بيدفع تأمينات، إيه النظام بتاعه؟
4719	لو سمحت، لو فيه مشاكل في الأمان اكتشفتها في الشغل، أروح أشتكي لمين عشان الموضوع يتصلح؟ (تركيز على الشكوى والتصليح)؟
3363	لو سمحت، ابتداءً من شهر كام، الشغل اليومي بتاع الحامل المفروض يقل؟
5056	ممكن أعرف القانون بيسمح لحد عنده أقل من 15 سنة يشتغل أو يمارس أي نشاط من غير شهادة تعليمية؟ (تركز على الجانب القانوني وإمكانية ممارسة أنشطة معينة بدون شهادة لمن هم دون الـ 15)؟
4496	بصراحة، لازم يكون فى طبيب عمل أو مسعف بداخل المنشأة؟
3434	بصراحة، في قانون الشغل المصري، إيه هي المدة الزمنية اللي المفروض تشتغلها الست اللي بترضع، و كام مرة تقدر تاخد بريك للرضاعة في اليوم؟
