1391	خصم تأمينات الاشتراك بيحسب في المرتب ولا لا؟
1805	ممنوع تشغيل القصر ليلا أو في أعمال خطيرة، القانون قال إيه؟
1589	قانون 2025 ضد التمييز في الأمور المرتبطة بالحمل، لأي شكل؟
1703	لو اتفصلت من غير حق، بكسب تعويض إزاي؟ القانون ماحدش سقف التعويض؟
1403	الاشتراكات: بتتقسم كام للعامل وكام لصاحب العمل؟
1229	لو خلص عقد محدد المدة واستمر الشغل، هل يتحول تلقائيًا لعقد مفتوح؟
1109	لو موظف ماسك امتحانات جامعية، بياخد كام يوم إجازة دراسة؟
1181	إجازة الحج والعمرة كام شهر ومين يستحقها؟
1667	التأمين الصحي: هل بيغطي علاج الأمراض اللي بتحصل في الشغل؟
1607	في حالة حادث أو إصابة مين بيتحمل المسئولية؟
1415	سن التقاعد في القطاع الخاص كام حسب القانون الجديد؟
1529	محكمة القضاء الإداري (استقالة) ولا خدمة؟ خدمة القانون اللى بيتعامل مع الاستقالة؟
1001	كام عدد ساعات العمل القانونية في اليوم؟
1853	لو الإدارة ما زودتش المرتب، ده خرق للقانون ولا قرار إداري؟
1673	إذا الواحد اتصاب جدي في الشغل، مين بيتصرف العلاج والتعويض؟
1253	هل العقد لازم يوقع عليه في مكتب العمل أو جهة رسمية؟
1295	هل في زيادة سنوية إلزامية للرواتب؟ القانون قال كام بالمية؟
1715	لو مشيت الشركة بالتراضى (استقالة), ليه مكافأة نهاية خدمة؟ القانون إزاي بيتعامل مع الاستقالة؟
1787	الحد الأدنى لسن العمل كام سنة في مصر؟
1517	لو حصلت على حكم في قضية تعويض لأنه القانون حددش سقف التعويض؟
1013	كام عدد ساعات العمل القانونية في الأسبوع؟
1733	لازم يكون فى طبيب عمل أو مسعف بداخل المنشأة؟
1319	هل مسموح يخصم أكثر من ربع المرتب؟
1445	اللي خرج على المعاش بعد اشتغل في جهة بس مش في التأمين، إيه اللي بيحصل؟
1661	لو الواحد مات وهو شغال، المستحقين ليه يأخذوا إيه؟
1751	القانون بيجرم التنمر والسلوكيات المسيئة في مكان العمل؟
1499	"ليه في ""استقالة"" و""إنهاء خدمة"" وبعضها قانوني وتطوعي؟"
1019	ساعات الراحة (زي الغداء أو فترات راحة) بتتحسب ضمن الـ8 ساعات؟
1235	التعاقد عن بُعد أو بنظام الدوام الجزئي القانون اعترف به؟
1769	لو لقيت مخالفات سلامة في المصنع أو الشركة، أقدر أتظلم لمين؟
1571	هل ينفع الشركة تفضل الحامل وهي في إجازة الوضع أو بعدها مباشرة؟
1553	الست المرضعة يحق لها قانونًا العمل نص يوم كام قرارات رضاعة في اليوم؟
1883	فيه نص في القانون بيجرم التنمر أو التحرش داخل العمل؟
1193	كام يوم أجازات رسمية مدفوعة في السنة؟
1823	هل شهادة دراسية لازمة قبل سن 15؟
1085	الأشخاص ذوي الإعاقة بياخدوا كام يوم إجازة سنوية؟
1829	القانون قال إن لازم كل سنة مرتبك يزود كام؟
1799	تحت سن 18، فيه قيود على ساعات العمل النهارية؟
1763	هل القانون ذكر أي ضوابط للسلامة المهنيّة أو الفحص الدوري للصحة للعاملين؟
1727	صاحب العمل عليه يوفر وسائل حماية وقاية للعاملين؟ القانون قال إيه؟
1757	صاحب العمل ملزم يعمل إجراءات لمنع التحرش الجنسي في الشغل؟
1493	لو وقعت استقالة تحت ضغوط ينفع ألغيها ولا القانون بيعتبرها نهائية؟
1577	في قانون العمل الجديد، فين العلامات (التمييزية للحاملات) زي إيه؟
1547	الست الحامل ممنوع تشتغل فوق الساعات العادية أو إضافي أثناء الحمل؟ القانون قال إيه؟
1625	القانون بيتكلم عن التحرش الجنسي في الشغل؟
1793	هل 14 سنة ممكن يشتغل؟ القانون قالت للتدريب من 14 والتوظيف من 15؟
1097	الإجازة العارضة (زي فرح أو عزاء) كام يوم في السنة؟
1451	هو الواحد من حقه يختار يتقاعد إمتى بإرادته؟ إزاي؟
1385	لو وافقت على خصم معين في العقد، يفرق قانونًا عن حد الخصم القانوني؟
