1093	"أصحاب المهن اللي فيها خطورة عالية، زي شغل المنجم أو الكيماويات، ليهم كام يوم راحة زيادة عن غيرهم؟ (استخدام ""أصحاب المهن"" و ""راحة"" بدلاً من ""عمال"" و ""أجازة"")"
1621	فيه قانون بينظم مواعيد التفتيش على السلامة؟ يعني التفتيش ده بيتعمل كل فترة زمنية معينة؟ الفترة دي أد إيه؟ (تركيز على وجود قانون ينظم المواعيد)
1762	هل فيه مسؤولية قانونية على صاحب الشغل إنه يضمن بيئة عمل آمنة وخالية من التحرش لكل العاملين عنده؟ (هذا السؤال يركز على المسؤولية القانونية لصاحب العمل وتوفير بيئة عمل آمنة)
1633	هل القانون بيسمح لصاحب الشغل إنه يعاقب الموظف اللي رفع شكوى بسبب معاملة سيئة؟ ولا في حماية قانونية للضحية في الحالة دي؟
1683	"هو مرتبنا بيتخصم منه عشان المعاش ولا لأ؟ ولو بيتخصم، مين اللي هياخد المعاش ده بعد ما نتقاعد؟ (صياغة مباشرة باستخدام ""هو"" و ""ولا لأ""، وتركيز على عملية الخصم نفسها)"
1738	فيه إلزام بوجود حد زي طبيب الشركة أو مسعف جوه المنشأة ولا لأ؟
1842	"طب لو الحد الأدنى للأجور زاد ست تلاف وسبع تلاف جنيه، إشمعنى الشركات دي لسه ماشية على نفس النظام؟ (تركيز على ""إشمعنى"" لإبراز الاستغراب)"
1330	مين اللي ماسك حسابات المرتبات وبيصرفها لينا، وياخد باله من قصة الضرايب والتأمين دي؟
1314	يعني أقصى مبلغ ممكن يتخصم من مرتبي كام، شامل بقى سُلف أو أقساط أو أي حاجة تانية؟
1495	"لو حد استقال غصب عنه، يقدر يسحب الاستقالة دي تاني؟ ولا القانون بيحكم إن خلاص الاستقالة اتقبلت ومفيش كلام تاني؟ (تستبدل ""ضغوط"" بـ ""غصب عنه"" وتوضح فكرة ""السحب"")"
1473	إيه وضع العامل اللي بيجمع بين المعاش والشغل؟ وهل الموضوع ده سهل ولا فيه تعقيدات؟ (تركيز على الوضع القانوني والتعقيدات المحتملة)
1302	بالبلدي كده، الزيادة السنوية الـ 3% بتتحسب على المرتب الأساسي ولا المرتب اللي بنأمن بيه؟ (تركيز على التعبير العامي والوضوح)
1029	إيه المدة القانونية اللي المفروض ناخدها كاستراحة غداء في اليوم الواحد؟
1801	"اللي عمرهم أقل من 18 سنة، مسموح يشتغلوا أي عدد ساعات في النهار ولا فيه ضوابط؟ (إضافة خيار ""أي عدد ساعات"" وتغيير في الصياغة)"
1456	بصراحة، هل فيه أي طريقة تخلي الواحد هو اللي يحدد ميعاد خروجه من الشغل للمعاش بإرادته؟ ويا ترى الطريقة دي عبارة عن إيه؟
1175	لو عامل خالط مريض معدٍ، ينفع ياخد إجازة حجر صحي كام شهر؟
1444	أنا عندي واحد شغال في شركة خاصة، وقرب على سن الستين. عاوز أعرف، بعد كده هيقبض إيه؟ هل فيه معاش من الشركة نفسها، ولا كل حاجة بتروح للتأمين؟
1896	يعني القانون الجديد بيقول إن الراجل والست اللي بيشتغلوا نفس الشغلانة هياخدوا نفس المرتب بالظبط؟ (تغيير كبير في التركيب واستخدام كلمات عامية أكثر)
1492	لو شركة فصلت موظف من غير أي سبب مقنع، ده يعتبر مخالفة للقانون؟ القانون بيحمي الناس من الفصل اللي بدون حق ده ولا لأ؟
1201	طيب، لو اشتغلت في مناسبة رسمية زي شم النسيم، هيتحسب لي كام زيادة على المرتب الأساسي؟
