1001	كام عدد ساعات العمل القانونية في اليوم؟
1007	هل ممكن يطلب مني الشغل أكتر من 8 ساعات في اليوم؟
1013	كام عدد ساعات العمل القانونية في الأسبوع؟
1019	ساعات الراحة (زي الغداء أو فترات راحة) بتتحسب ضمن الـ8 ساعات؟
1025	القانون بيقول ناخد فترة راحة (غداء) كام ساعة في اليوم؟
1031	لازم بعد كام ساعة شغل ناخد استراحة؟
1037	الراحة الأسبوعية كام ساعة بعد 6 أيام شغل متصلة؟
1043	يعني ليّ يوم راحة كامل كل أسبوع بأجره؟
1049	هل مسموح لهم يشتغلوا يوم الأحد مثلاً بدل إجارتهم الأسبوعية؟ القانون قال إيه؟
1055	في أيام محددة السلطات بتتيح فيها راحة (جمعة مثلا)، ساعات الراحة دي بتنحسب ضمن أسبوع شغل؟
1061	كام عدد أيام الإجازة السنوية للعامل في القطاع الخاص؟
1067	السنة الأولى بيتاح 15 يوم إجازة، وبعدين في السنة التانية يبقى كام يوم؟
1073	بعد كام سنة مع الشركة الإجازة السنوية بتوصل 30 يوم؟
1079	الموظف لو عدّى سن الـ50، ياخد كام يوم سنوية؟
1085	الأشخاص ذوي الإعاقة بياخدوا كام يوم إجازة سنوية؟
1091	العمال في الأعمال الخطرة زي التعدين أو الكيماويات بياخدوا كام يوم إضافية؟
1097	الإجازة العارضة (زي فرح أو عزاء) كام يوم في السنة؟
1103	الأيام دي بتخصم من الإجازة السنوية ولا تحسب فوق السنوية؟
1109	لو موظف ماسك امتحانات جامعية، بياخد كام يوم إجازة دراسة؟
1115	إجازة دراسية في أيام الامتحانات بتتنقص من الرصيد السنوي ولا مجانًا؟
1121	إجازة الوضع للأب (إجازة الوالد عند ولادة الطفل) كام يوم؟
1127	الست العاملة بتاخد كام شهر إجازة وضع (أمومة)؟
1133	الرجل بيقدر ياخد إجازة ولادة كام مرة في حياته المهنية؟
1139	الست العاملة ترجع وظيفتها بعد إجازة الوضع؟
1145	الست في الحمل تاخد تخفيض في ساعات العمل من امتى؟
1151	الست المرضعة لها حق كام فترة راحة إضافية للرضاعة؟
1157	كام يوم إجازة مرضية بأجر كامل؟
1163	بعد أول 3 شهور بأجر كامل، بقية الإجازة المرضية بتتوزع إزاي؟
1169	هل ممكن أحول الإجازة المرضية لإجازة سنوية؟
1175	لو عامل خالط مريض معدٍ، ينفع ياخد إجازة حجر صحي كام شهر؟
1181	إجازة الحج والعمرة كام شهر ومين يستحقها؟
1187	شرط إيه علشان أقدر أخد إجازة الحج؟ سن معين أو سنوات خدمة؟
1193	كام يوم أجازات رسمية مدفوعة في السنة؟
1199	لو اشتغلت يوم أجازة رسمية (عيد أو شم النسيم)، هاخد تعويض كام؟
1205	هل ليا يوم بديل ولا أجر مضاعف؟ لو اشتغلت يوم عطلة رسمية، ليَّ؟
1211	القانون بيحدد كام نوع لعقد العمل في القطاع الخاص؟
1217	إيه الفرق بين العقد محدد المدة والعقد غير محدد المدة؟
1223	عقود التجربة مدتها كام شهر بحد أقصى؟
1229	لو خلص عقد محدد المدة واستمر الشغل، هل يتحول تلقائيًا لعقد مفتوح؟
1235	التعاقد عن بُعد أو بنظام الدوام الجزئي القانون اعترف به؟
1241	لازم العقد يكون مكتوب باللغة العربية بس؟ ولا لو الشركة أجنبية يكتب باللغة التانية؟
1247	العقد بيكون فيه عناصر قانونية معينة؟ مثل ذكر الراتب وكل التفاصيل الأساسية؟
1253	هل العقد لازم يوقع عليه في مكتب العمل أو جهة رسمية؟
1259	لو صاحب الشغل غير شروط العقد دون موافقة العامل، ينفع؟
1265	لو العامل ماقدرش يشتغل بنظام التغيرات اللي اتعملت في العقد، له الحق يعتصم؟
1271	العقد الجزء المتعلق بفترة التجربة، هل من حق العامل يرفض إكمالها؟
1277	المرتب بيتصرف إزاي؟ شهريًا ولا أسبوعيًا ولا أجر يومي؟
1283	لازم يكون في حساب بنكي لصرف المرتب ولا يجوز كاش بالكامل؟
1289	آخر مرة تم تحديد الحد الأدنى للأجر في القطاع الخاص كان كام جنيه؟
1295	هل في زيادة سنوية إلزامية للرواتب؟ القانون قال كام بالمية؟
